,날짜,시가,고가,저가,종가,거래량,종목코드,종목명
834,2021-08-30,952000,954000,931000,947000,85372,207940,삼성바이오로직스
835,2021-08-31,941000,965000,939000,965000,127022,207940,삼성바이오로직스
836,2021-08-30,74800,74900,73300,73400,191797,032830,삼성생명
837,2021-08-31,73000,74500,72000,74500,361254,032830,삼성생명
838,2021-08-30,172000,173000,168000,169500,107496,018260,삼성에스디에스
839,2021-08-31,169500,172500,168000,172500,131983,018260,삼성에스디에스
840,2021-08-30,21450,22200,21200,22150,2467843,028050,삼성엔지니어링
841,2021-08-31,22400,22450,21650,22350,2242462,028050,삼성엔지니어링
842,2021-08-30,182500,183500,177500,178500,336212,009150,삼성전기
843,2021-08-31,179000,184500,177500,184500,504091,009150,삼성전기
844,2021-08-30,101500,102000,100000,100000,5716,009155,삼성전기우
845,2021-08-31,100500,102000,99500,101500,11019,009155,삼성전기우
846,2021-08-30,75400,75500,74200,74600,12686999,005930,삼성전자
847,2021-08-31,74900,76700,74300,76700,21841641,005930,삼성전자
848,2021-08-30,70300,70500,69700,69700,853192,005935,삼성전자우
849,2021-08-31,70000,70800,69400,70800,2163674,005935,삼성전자우
850,2021-08-30,7300,7440,7220,7320,1023780,001360,삼성제약
851,2021-08-31,7300,7380,7190,7270,681523,001360,삼성제약
852,2021-08-30,6240,6250,6170,6240,2119281,010140,삼성중공업
853,2021-08-31,6220,6300,6140,6300,2728812,010140,삼성중공업
854,2021-08-30,263000,263000,257500,257500,751,010145,삼성중공우
855,2021-08-31,260000,260000,257000,257500,437,010145,삼성중공우
856,2021-08-30,49300,50200,49200,49650,451649,016360,삼성증권
857,2021-08-31,49550,49600,48150,49450,831213,016360,삼성증권
858,2021-08-30,41650,41900,41250,41400,115767,068290,삼성출판사
859,2021-08-31,41400,41500,41000,41150,109094,068290,삼성출판사
860,2021-08-30,34600,34650,34400,34450,85654,029780,삼성카드
861,2021-08-31,34450,34500,33900,34100,165883,029780,삼성카드
862,2021-08-30,230000,230500,223500,224500,64134,000810,삼성화재
863,2021-08-31,222500,227000,221000,226000,124193,000810,삼성화재
864,2021-08-30,170500,171000,168000,169500,12200,000815,삼성화재우
865,2021-08-31,169000,173000,167500,172000,13130,000815,삼성화재우
866,2021-08-30,25400,27000,24350,24700,1763834,006110,삼아알미늄
867,2021-08-31,24450,25350,23150,24700,1084587,006110,삼아알미늄
868,2021-08-30,63500,64600,62700,64600,26632,145990,삼양사
869,2021-08-31,64700,64700,63600,64400,10715,145990,삼양사
870,2021-08-30,43650,44000,43650,44000,247,145995,삼양사우
871,2021-08-31,45000,45000,44050,44700,195,145995,삼양사우
872,2021-08-30,81800,84100,81700,83500,25004,003230,삼양식품
873,2021-08-31,83100,84500,82700,83300,16463,003230,삼양식품
874,2021-08-30,68100,69000,67600,68300,4334,002170,삼양통상
875,2021-08-31,68400,68400,67100,68000,4638,002170,삼양통상
876,2021-08-30,31100,31150,30450,30750,16970,272550,삼양패키징
877,2021-08-31,30750,30750,30300,30600,13007,272550,삼양패키징
878,2021-08-30,105500,107500,105000,106500,21377,000070,삼양홀딩스
879,2021-08-31,107000,107500,105000,105500,22249,000070,삼양홀딩스
880,2021-08-30,71300,71700,71300,71500,377,000075,삼양홀딩스우
881,2021-08-31,71800,71900,70600,71200,389,000075,삼양홀딩스우
882,2021-08-30,16150,16150,15800,15900,25056,002810,삼영무역
883,2021-08-31,15950,15950,15800,15900,4104,002810,삼영무역
884,2021-08-30,13150,13400,12900,13150,159579,005680,삼영전자
885,2021-08-31,13150,13200,12850,13200,79164,005680,삼영전자
886,2021-08-30,3270,3330,3260,3260,314731,003720,삼영화학
887,2021-08-31,3305,3305,3210,3275,266309,003720,삼영화학
888,2021-08-30,3370,3370,3300,3330,15338,023000,삼원강재
889,2021-08-31,3330,3385,3330,3350,14014,023000,삼원강재
890,2021-08-30,12050,12250,11900,12000,67381,004380,삼익THK
891,2021-08-31,12100,12100,11800,12050,25182,004380,삼익THK
892,2021-08-30,1920,1925,1875,1890,375962,002450,삼익악기
893,2021-08-31,1885,1950,1875,1930,431061,002450,삼익악기
894,2021-08-30,12200,13100,12150,12950,113671,004440,삼일씨엔에스
895,2021-08-31,12800,13400,12650,13000,74656,004440,삼일씨엔에스
896,2021-08-30,9060,9060,8940,9050,101649,000520,삼일제약
897,2021-08-31,9110,9110,8940,9010,101704,000520,삼일제약
898,2021-08-30,32500,33000,32000,32900,1396,009770,삼정펄프
899,2021-08-31,32850,32850,32150,32350,1587,009770,삼정펄프
900,2021-08-30,27250,27300,26600,26850,60723,005500,삼진제약
901,2021-08-31,26850,27000,26500,26900,55142,005500,삼진제약
902,2021-08-30,86900,88000,86500,87600,7692,004690,삼천리
903,2021-08-31,87600,88000,86500,87600,4677,004690,삼천리
904,2021-08-30,5480,5700,5450,5620,164153,010960,삼호개발
905,2021-08-31,5620,5650,5500,5610,68030,010960,삼호개발
906,2021-08-30,43550,43900,43200,43750,292,004450,삼화왕관
907,2021-08-31,43850,44200,43600,43600,317,004450,삼화왕관
908,2021-08-30,31850,32950,31200,31500,156833,009470,삼화전기
909,2021-08-31,31600,31750,30800,31450,43928,009470,삼화전기
910,2021-08-30,3910,3945,3880,3900,30404,011230,삼화전자
911,2021-08-31,3910,3980,3880,3970,55530,011230,삼화전자
912,2021-08-30,63000,63800,61800,62400,89189,001820,삼화콘덴서
913,2021-08-31,62300,62900,61900,62800,59279,001820,삼화콘덴서
914,2021-08-30,10500,10800,10450,10700,40514,000390,삼화페인트
915,2021-08-31,10650,10700,10400,10500,30725,000390,삼화페인트
916,2021-08-30,1265,1295,1255,1275,208679,001290,상상인증권
917,2021-08-31,1275,1295,1255,1295,124333,001290,상상인증권
918,2021-08-30,4325,4370,4300,4315,42560,041650,상신브레이크
919,2021-08-31,4325,4330,4250,4275,29325,041650,상신브레이크
920,2021-08-30,6260,6290,6160,6220,29316,075180,새론오토모티브
921,2021-08-31,6220,6280,6210,6280,10564,075180,새론오토모티브
922,2021-08-30,47000,47000,45050,46550,4933,007540,샘표
923,2021-08-31,46550,46850,46050,46800,4170,007540,샘표
924,2021-08-30,46450,46900,46100,46550,27091,248170,샘표식품
925,2021-08-31,46650,47000,46150,47000,19578,248170,샘표식품
926,2021-08-30,13200,13550,13050,13150,158373,007860,서연
927,2021-08-31,13100,13100,12600,12800,195464,007860,서연
928,2021-08-30,7300,7380,7230,7370,72443,200880,서연이화
929,2021-08-31,7330,7400,7200,7330,75486,200880,서연이화
930,2021-08-30,148000,150000,145500,150000,6127,017390,서울가스
931,2021-08-31,150000,157000,147500,157000,9080,017390,서울가스
932,2021-08-30,370,379,370,378,4792753,004410,서울식품
933,2021-08-31,376,377,371,373,4605115,004410,서울식품
934,2021-08-30,4990,4990,4935,4935,1862,004415,서울식품우
935,2021-08-31,4940,4940,4900,4910,1827,004415,서울식품우
936,2021-08-30,2695,2700,2655,2665,337054,021050,서원
937,2021-08-31,2685,2685,2600,2645,249928,021050,서원
938,2021-08-30,53400,53800,52800,53200,11960,008490,서흥
939,2021-08-31,52800,53200,52200,52700,18603,008490,서흥
940,2021-08-30,3820,3885,3800,3855,77799,007610,선도전기
941,2021-08-31,3830,3895,3780,3850,81521,007610,선도전기
942,2021-08-30,14500,15100,14400,15100,200283,136490,선진
943,2021-08-31,14950,15150,14700,14950,132503,136490,선진
944,2021-08-30,2590,2700,2550,2660,312656,014910,성문전자
945,2021-08-31,2660,2780,2660,2750,603343,014910,성문전자
946,2021-08-30,9700,9990,9700,9900,2298,014915,성문전자우
947,2021-08-31,9900,9920,9830,9920,3307,014915,성문전자우
948,2021-08-30,4285,4315,4255,4285,40052,003080,성보화학
949,2021-08-31,4280,4330,4270,4310,48493,003080,성보화학
950,2021-08-30,10200,10800,10200,10700,347940,004980,성신양회
951,2021-08-31,10800,10900,10500,10800,215105,004980,성신양회
952,2021-08-30,15800,16150,15800,16000,15930,004985,성신양회우
953,2021-08-31,15900,15900,15600,15750,7281,004985,성신양회우
954,2021-08-30,0,0,0,787,0,011300,성안
955,2021-08-31,0,0,0,787,0,011300,성안
956,2021-08-30,2705,2725,2665,2725,180612,000180,성창기업지주
957,2021-08-31,2715,2730,2680,2725,104035,000180,성창기업지주
958,2021-08-30,0,0,0,6160,0,002420,세기상사
959,2021-08-31,0,0,0,6160,0,002420,세기상사
960,2021-08-30,13350,13400,13200,13300,42739,004360,세방
961,2021-08-31,13300,13500,13200,13500,67627,004360,세방
962,2021-08-30,7990,7990,7930,7950,6728,004365,세방우
963,2021-08-31,7920,7920,7870,7870,5174,004365,세방우
964,2021-08-30,82300,82700,81100,81100,30945,004490,세방전지
965,2021-08-31,81100,84300,81100,83700,58625,004490,세방전지
966,2021-08-30,28250,29450,28200,29400,131075,001430,세아베스틸
967,2021-08-31,29450,29500,28700,29250,100820,001430,세아베스틸
968,2021-08-30,106500,108000,105000,107500,10524,306200,세아제강
969,2021-08-31,108500,113000,106500,110500,39328,306200,세아제강
970,2021-08-30,117000,122500,114000,119000,37931,003030,세아제강지주
971,2021-08-31,119500,128500,118000,128500,42137,003030,세아제강지주
972,2021-08-30,16100,16300,16000,16150,16044,019440,세아특수강
973,2021-08-31,16000,16500,16000,16400,16733,019440,세아특수강
974,2021-08-30,107500,109500,107000,108000,1330,058650,세아홀딩스
975,2021-08-31,109500,109500,107000,108500,3468,058650,세아홀딩스
976,2021-08-30,0,0,0,2470,0,013000,세우글로벌
977,2021-08-31,0,0,0,2470,0,013000,세우글로벌
978,2021-08-30,925,965,923,951,1381240,091090,세원이앤씨
979,2021-08-31,954,958,914,935,800216,091090,세원이앤씨
980,2021-08-30,0,0,0,8090,0,021820,세원정공
981,2021-08-31,0,0,0,8090,0,021820,세원정공
982,2021-08-30,3445,3465,3395,3465,20024,067830,세이브존I&C
983,2021-08-31,3465,3475,3425,3455,14624,067830,세이브존I&C
984,2021-08-30,11400,11700,11300,11500,2082094,033530,세종공업
985,2021-08-31,11500,11750,11300,11650,1420446,033530,세종공업
986,2021-08-30,6230,6450,6230,6330,151033,075580,세진중공업
987,2021-08-31,6350,6410,6210,6290,129661,075580,세진중공업
988,2021-08-30,1940,1945,1900,1935,160642,027970,세하
989,2021-08-31,1925,1935,1870,1895,324784,027970,세하
990,2021-08-30,23800,23900,23450,23550,24718,308170,센트랄모텍
991,2021-08-31,23900,23900,23450,23750,18421,308170,센트랄모텍
992,2021-08-30,0,0,0,2490,0,012600,센트럴인사이트
993,2021-08-31,0,0,0,2490,0,012600,센트럴인사이트
994,2021-08-30,297500,300500,290500,291000,777724,068270,셀트리온
995,2021-08-31,292500,294000,288000,293000,593083,068270,셀트리온
996,2021-08-30,59500,60100,57800,58300,365004,336370,솔루스첨단소재
997,2021-08-31,58100,62100,58100,62000,561214,336370,솔루스첨단소재
998,2021-08-30,17900,17950,17350,17500,8927,33637K,솔루스첨단소재1우
999,2021-08-31,17500,18050,17500,17950,26302,33637K,솔루스첨단소재1우
1000,2021-08-30,30500,30900,30100,30100,3511,33637L,솔루스첨단소재2우B
1001,2021-08-31,30150,30900,30150,30800,4844,33637L,솔루스첨단소재2우B
1002,2021-08-30,28150,28750,27700,28550,502732,248070,솔루엠
1003,2021-08-31,28700,28700,28250,28600,298712,248070,솔루엠
1004,2021-08-30,18150,18250,17950,18000,68839,004430,송원산업
1005,2021-08-31,18150,18250,17900,18100,130378,004430,송원산업
1006,2021-08-30,3490,3495,3355,3405,632307,017550,수산중공업
1007,2021-08-31,3400,3405,3330,3365,371070,017550,수산중공업
1008,2021-08-30,10300,10350,10100,10250,81346,053210,스카이라이프
1009,2021-08-31,10300,10350,10100,10350,96572,053210,스카이라이프
1010,2021-08-30,70000,70900,69700,70000,1392,134790,시디즈
1011,2021-08-31,70000,72300,70000,71900,3516,134790,시디즈
1012,2021-08-30,96300,96900,95000,95800,3721,016590,신대양제지
1013,2021-08-31,95800,95800,93100,94800,6933,016590,신대양제지
1014,2021-08-30,31700,32100,31700,31900,10942,029530,신도리코
1015,2021-08-31,32250,32250,31800,32150,11622,029530,신도리코
1016,2021-08-30,12750,13000,12650,12850,9917,004970,신라교역
1017,2021-08-31,12900,12950,12450,12600,13151,004970,신라교역
1018,2021-08-30,2300,2335,2285,2320,887587,011930,신성이엔지
1019,2021-08-31,2320,2345,2285,2310,729642,011930,신성이엔지
1020,2021-08-30,3445,3695,3445,3695,2233451,005390,신성통상
1021,2021-08-31,3695,4175,3650,3980,9344711,005390,신성통상
1022,2021-08-30,266000,268500,263000,266500,48312,004170,신세계
1023,2021-08-31,263500,269500,263500,269000,48720,004170,신세계
1024,2021-08-30,223500,230000,222000,225000,14786,035510,신세계 I&C
1025,2021-08-31,226000,245500,223500,240000,45672,035510,신세계 I&C
1026,2021-08-30,42850,44700,42550,44250,27682,034300,신세계건설
1027,2021-08-31,44400,44400,43300,43750,17606,034300,신세계건설
1028,2021-08-30,201500,201500,196000,197500,20922,031430,신세계인터내셔날
1029,2021-08-31,195000,200000,194000,198000,21088,031430,신세계인터내셔날
1030,2021-08-30,98500,101000,98500,100500,14899,031440,신세계푸드
1031,2021-08-31,100500,100500,98100,100000,17831,031440,신세계푸드
1032,2021-08-30,5520,5750,5510,5730,113787,006880,신송홀딩스
1033,2021-08-31,5730,5810,5600,5740,108750,006880,신송홀딩스
1034,2021-08-30,119000,120000,117500,118500,311,005800,신영와코루
1035,2021-08-31,118500,119500,117500,119500,216,005800,신영와코루
1036,2021-08-30,63500,63900,63000,63400,1555,001720,신영증권
1037,2021-08-31,63400,63400,62300,63000,5603,001720,신영증권
1038,2021-08-30,64100,64100,63500,63900,1317,001725,신영증권우
1039,2021-08-31,64400,64400,63100,64400,1658,001725,신영증권우
1040,2021-08-30,2380,2435,2300,2305,6777743,009270,신원
1041,2021-08-31,2320,2385,2320,2365,3456101,009270,신원
1042,2021-08-30,46850,47600,46600,46700,1516,009275,신원우
1043,2021-08-31,46700,47450,46250,46400,823,009275,신원우
1044,2021-08-30,1840,1860,1825,1850,1474628,002700,신일전자
1045,2021-08-31,1850,1860,1830,1855,1369590,002700,신일전자
1046,2021-08-30,77800,79000,69800,70200,6373227,019170,신풍제약
1047,2021-08-31,70200,70700,67500,70600,1850103,019170,신풍제약
1048,2021-08-30,115000,115500,98000,99500,240874,019175,신풍제약우
1049,2021-08-31,97400,100500,95500,99900,61408,019175,신풍제약우
1050,2021-08-30,2810,2860,2790,2815,82947,002870,신풍제지
1051,2021-08-31,2790,2845,2740,2770,83835,002870,신풍제지
1052,2021-08-30,8120,8140,8080,8130,40458,293940,신한알파리츠
1053,2021-08-31,8130,8150,8070,8150,124681,293940,신한알파리츠
1054,2021-08-30,39300,39350,38050,38300,1135687,055550,신한지주
1055,2021-08-31,38100,38850,37550,38850,1941504,055550,신한지주
1056,2021-08-30,15750,16350,15750,16050,17848,004080,신흥
1057,2021-08-31,16050,16400,15750,16100,11244,004080,신흥
1058,2021-08-30,736,750,735,736,2532644,102280,쌍방울
1059,2021-08-31,736,743,721,739,2764734,102280,쌍방울
1060,2021-08-30,8170,8380,8140,8310,1709466,003410,쌍용C&E
1061,2021-08-31,8390,8490,8240,8430,1820775,003410,쌍용C&E
1062,2021-08-30,0,0,0,2770,0,003620,쌍용차
1063,2021-08-31,0,0,0,2770,0,003620,쌍용차
1064,2021-08-30,3230,3260,3210,3225,183267,004770,써니전자
1065,2021-08-31,3225,3265,3215,3240,161204,004770,써니전자
1066,2021-08-30,0,0,0,6410,0,015540,쎌마테라퓨틱스
1067,2021-08-31,0,0,0,6410,0,015540,쎌마테라퓨틱스
1068,2021-08-30,1045,1065,1040,1065,224030,004920,씨아이테크
1069,2021-08-31,1070,1085,1040,1040,189054,004920,씨아이테크
1070,2021-08-30,79100,81100,78300,80000,381581,112610,씨에스윈드
1071,2021-08-31,80100,80400,78800,79900,257645,112610,씨에스윈드
1072,2021-08-30,2660,2680,2620,2620,687723,008700,아남전자
1073,2021-08-31,2635,2640,2595,2640,700180,008700,아남전자
1074,2021-08-30,57000,57200,56200,56200,152944,002790,아모레G
1075,2021-08-31,56300,58300,55600,57800,303795,002790,아모레G
1076,2021-08-30,39900,40450,39700,40350,2065,00279K,아모레G3우(전환)
1077,2021-08-31,40250,40900,40200,40400,5051,00279K,아모레G3우(전환)
1078,2021-08-30,21600,21700,21250,21600,6789,002795,아모레G우
1079,2021-08-31,21600,21950,21200,21950,10253,002795,아모레G우
1080,2021-08-30,228000,228000,221000,222500,149401,090430,아모레퍼시픽
1081,2021-08-31,222500,227500,221000,227500,204732,090430,아모레퍼시픽
1082,2021-08-30,79700,79900,78600,79500,14550,090435,아모레퍼시픽우
1083,2021-08-31,79500,80000,79100,79500,21975,090435,아모레퍼시픽우
1084,2021-08-30,137500,138000,136000,137000,5062,002030,아세아
1085,2021-08-31,136000,138000,135500,137500,3353,002030,아세아
1086,2021-08-30,136500,139000,133000,136500,32138,183190,아세아시멘트
1087,2021-08-31,136500,137500,133500,137000,12141,183190,아세아시멘트
1088,2021-08-30,51300,51300,50000,50400,26874,002310,아세아제지
1089,2021-08-31,50400,50600,49000,49450,39264,002310,아세아제지
1090,2021-08-30,2170,2170,2050,2055,63737,012170,아센디오
1091,2021-08-31,2120,2155,2065,2155,58239,012170,아센디오
1092,2021-08-30,21800,22700,21800,22000,109583,267850,아시아나IDT
1093,2021-08-31,21800,21950,21100,21350,50837,267850,아시아나IDT
1094,2021-08-30,22950,24450,22550,23700,3318471,020560,아시아나항공
1095,2021-08-31,23400,24100,22950,23700,2446519,020560,아시아나항공
1096,2021-08-30,11600,11650,11400,11600,130831,122900,아이마켓코리아
1097,2021-08-31,11550,12150,11350,12100,652080,122900,아이마켓코리아
1098,2021-08-30,48850,52300,48500,51000,267265,010780,아이에스동서
1099,2021-08-31,51000,51300,50200,50600,81394,010780,아이에스동서
1100,2021-08-30,28900,29850,28700,28900,851262,139990,아주스틸
1101,2021-08-31,29600,29800,28750,28900,598386,139990,아주스틸
1102,2021-08-30,4400,4430,4350,4365,717626,001780,알루코
1103,2021-08-31,4345,4365,4280,4320,420697,001780,알루코
1104,2021-08-30,24150,24450,24100,24400,38898,018250,애경산업
1105,2021-08-31,24400,24500,24150,24400,26270,018250,애경산업
1106,2021-08-30,12250,12350,12150,12200,234739,161000,애경유화
1107,2021-08-31,12300,12600,12300,12450,222978,161000,애경유화
1108,2021-08-30,2850,2945,2715,2720,12038512,011090,에넥스
1109,2021-08-31,2690,2975,2690,2955,10244750,011090,에넥스
1110,2021-08-30,52800,52900,50500,50700,1061156,137310,에스디바이오센서
1111,2021-08-31,50700,50900,48650,49000,1431345,137310,에스디바이오센서
1112,2021-08-30,27550,27900,27300,27700,75755,005850,에스엘
1113,2021-08-31,27700,27700,27100,27500,57807,005850,에스엘
1114,2021-08-30,82000,82200,81400,81600,29362,012750,에스원
1115,2021-08-31,81200,82100,81000,82100,65678,012750,에스원
1116,2021-08-30,4955,4975,4840,4855,217210,023960,에쓰씨엔지니어링
1117,2021-08-31,4855,4900,4780,4830,215150,023960,에쓰씨엔지니어링
1118,2021-08-30,2760,2805,2750,2785,203529,298690,에어부산
1119,2021-08-31,2785,2785,2740,2750,145604,298690,에어부산
1120,2021-08-30,10900,11450,10650,11450,54762,140910,에이리츠
1121,2021-08-31,11450,11550,11250,11550,28918,140910,에이리츠
1122,2021-08-30,8610,8610,8420,8530,47809,078520,에이블씨엔씨
1123,2021-08-31,8530,8610,8430,8580,20699,078520,에이블씨엔씨
1124,2021-08-30,2055,2120,2020,2050,328761,015260,에이엔피
1125,2021-08-31,2055,2090,1945,1975,484561,015260,에이엔피
1126,2021-08-30,2045,2060,2020,2050,1028421,007460,에이프로젠 MED
1127,2021-08-31,2050,2065,2015,2040,1095712,007460,에이프로젠 MED
1128,2021-08-30,1145,1165,1135,1150,565809,003060,에이프로젠제약
1129,2021-08-31,1150,1160,1125,1130,835566,003060,에이프로젠제약
1130,2021-08-30,10450,10500,9740,9900,719719,244920,에이플러스에셋
1131,2021-08-31,9940,9960,9400,9630,425494,244920,에이플러스에셋
1132,2021-08-30,660000,661000,634000,649000,647555,036570,엔씨소프트
1133,2021-08-31,645000,660000,644000,660000,522432,036570,엔씨소프트
1134,2021-08-30,15050,17050,15050,17050,1198455,138250,엔에스쇼핑
1135,2021-08-31,17050,17950,16550,17250,765408,138250,엔에스쇼핑
1136,2021-08-30,2245,2245,2215,2225,199431,380440,엔에이치스팩19호
1137,2021-08-31,2235,2235,2215,2220,144918,380440,엔에이치스팩19호
1138,2021-08-30,1205,1220,1180,1205,537231,085310,엔케이
1139,2021-08-31,1205,1220,1185,1210,387086,085310,엔케이
1140,2021-08-30,714,725,705,716,295457,009810,엔케이물산
1141,2021-08-31,716,720,696,709,510615,009810,엔케이물산
1142,2021-08-30,3500,3595,3455,3540,630253,900140,엘브이엠씨홀딩스
1143,2021-08-31,3575,3605,3480,3505,419452,900140,엘브이엠씨홀딩스
1144,2021-08-30,44150,44350,43200,43300,117786,097520,엠씨넥스
1145,2021-08-31,43500,43600,42550,43100,136864,097520,엠씨넥스
1146,2021-08-30,4910,5030,4755,4835,558219,014440,영보화학
1147,2021-08-31,4945,4945,4735,4820,167534,014440,영보화학
1148,2021-08-30,41950,42000,40950,40950,103014,111770,영원무역
1149,2021-08-31,40850,42000,40500,41650,121379,111770,영원무역
1150,2021-08-30,46500,46800,45200,46000,7776,009970,영원무역홀딩스
1151,2021-08-31,45600,46050,45150,46050,12723,009970,영원무역홀딩스
1152,2021-08-30,5400,5510,5400,5460,333167,003520,영진약품
1153,2021-08-31,5420,5480,5350,5400,351310,003520,영진약품
1154,2021-08-30,671000,701000,671000,696000,2381,000670,영풍
1155,2021-08-31,712000,728000,698000,714000,6215,000670,영풍
1156,2021-08-30,7310,7370,7250,7270,34804,006740,영풍제지
1157,2021-08-31,7220,7270,7140,7230,50640,006740,영풍제지
1158,2021-08-30,2035,2050,1955,2045,4279510,012280,영화금속
1159,2021-08-31,2035,2345,2030,2125,21993489,012280,영화금속
1160,2021-08-30,1130,1140,1110,1130,270068,012160,영흥
1161,2021-08-31,1130,1145,1125,1140,255356,012160,영흥
1162,2021-08-30,37800,37800,37550,37650,438,015360,예스코홀딩스
1163,2021-08-31,37800,38200,37450,38200,937,015360,예스코홀딩스
1164,2021-08-30,520000,525000,519000,520000,2639,007310,오뚜기
1165,2021-08-31,518000,523000,513000,517000,3317,007310,오뚜기
1166,2021-08-30,1255,1285,1250,1270,488119,002630,오리엔트바이오
1167,2021-08-31,1255,1270,1220,1250,746307,002630,오리엔트바이오
1168,2021-08-30,125000,128000,125000,127000,129796,271560,오리온
1169,2021-08-31,126500,128000,125000,126500,112570,271560,오리온
1170,2021-08-30,16100,16200,15900,15900,82383,001800,오리온홀딩스
1171,2021-08-31,15900,16050,15800,15950,84288,001800,오리온홀딩스
1172,2021-08-30,0,0,0,2440,0,011690,와이투솔루션
1173,2021-08-31,0,0,0,2440,0,011690,와이투솔루션
1174,2021-08-30,5420,5570,5380,5450,84297,070960,용평리조트
1175,2021-08-31,5460,5560,5440,5510,136494,070960,용평리조트
1176,2021-08-30,11350,11400,11050,11050,2422974,316140,우리금융지주
1177,2021-08-31,11050,11250,10900,11250,2990422,316140,우리금융지주
1178,2021-08-30,1555,1610,1545,1605,381477,118000,우리들휴브레인
1179,2021-08-31,1600,1605,1565,1600,291876,118000,우리들휴브레인
1180,2021-08-30,950,954,930,936,3850084,010050,우리종금
1181,2021-08-31,937,939,918,937,2805056,010050,우리종금
1182,2021-08-30,32000,32000,31450,31700,7017,006980,우성사료
1183,2021-08-31,31700,32100,31300,31900,12701,006980,우성사료
1184,2021-08-30,4350,4405,4210,4300,21392,017370,우신시스템
1185,2021-08-31,4290,4775,4210,4315,222440,017370,우신시스템
1186,2021-08-30,7690,7860,7600,7750,243895,105840,우진
1187,2021-08-31,7660,7700,7510,7670,179006,105840,우진
1188,2021-08-30,8330,8490,8330,8360,10796,010400,우진아이엔에스
1189,2021-08-31,8360,8450,8160,8380,25216,010400,우진아이엔에스
1190,2021-08-30,4700,4760,4590,4740,127967,049800,우진플라임
1191,2021-08-31,4710,4740,4620,4670,70337,049800,우진플라임
1192,2021-08-30,2570,2620,2525,2545,1068770,016880,웅진
1193,2021-08-31,2580,2580,2425,2480,1081381,016880,웅진
1194,2021-08-30,3695,3830,3645,3730,810595,095720,웅진씽크빅
1195,2021-08-31,3740,3795,3700,3730,671373,095720,웅진씽크빅
1196,2021-08-30,21650,21800,21650,21700,1601,005820,원림
1197,2021-08-31,21700,21900,21450,21800,4484,005820,원림
1198,2021-08-30,2230,2240,2180,2195,583987,010600,웰바이오텍
1199,2021-08-31,2205,2205,2125,2130,609902,010600,웰바이오텍
1200,2021-08-30,2150,2175,2100,2125,1290316,008600,윌비스
1201,2021-08-31,2130,2135,2060,2070,674268,008600,윌비스
1202,2021-08-30,52000,52100,50700,50700,270713,033270,유나이티드제약
1203,2021-08-31,50800,52700,50700,52500,274374,033270,유나이티드제약
1204,2021-08-30,132000,136000,128000,128000,249331,014830,유니드
1205,2021-08-31,129000,135000,127000,133000,308836,014830,유니드
1206,2021-08-30,6660,6780,6600,6730,85003,000910,유니온
1207,2021-08-31,6810,6810,6620,6700,75213,000910,유니온
1208,2021-08-30,3460,3460,3390,3390,146572,047400,유니온머티리얼
1209,2021-08-31,3360,3420,3360,3410,123185,047400,유니온머티리얼
1210,2021-08-30,1635,1650,1630,1635,215855,011330,유니켐
1211,2021-08-31,1635,1650,1615,1625,197836,011330,유니켐
1212,2021-08-30,10750,10800,10500,10550,111207,077500,유니퀘스트
1213,2021-08-31,10650,10650,10350,10550,147379,077500,유니퀘스트
1214,2021-08-30,3425,3450,3350,3425,30747,002920,유성기업
1215,2021-08-31,3410,3495,3405,3495,37955,002920,유성기업
1216,2021-08-30,6050,6250,6010,6230,71260,000700,유수홀딩스
1217,2021-08-31,6230,6250,6100,6200,71981,000700,유수홀딩스
1218,2021-08-30,4385,4425,4330,4340,333509,003470,유안타증권
1219,2021-08-31,4340,4405,4265,4395,482724,003470,유안타증권
1220,2021-08-30,4450,4460,4415,4435,10516,003475,유안타증권우
1221,2021-08-31,4425,4490,4400,4485,27149,003475,유안타증권우
1222,2021-08-30,4520,4665,4480,4645,251946,072130,유엔젤
1223,2021-08-31,4680,4745,4585,4730,133486,072130,유엔젤
1224,2021-08-30,8950,9050,8780,8870,275955,000220,유유제약
1225,2021-08-31,8810,9120,8810,8910,302419,000220,유유제약
1226,2021-08-30,11500,11600,11300,11450,17972,000225,유유제약1우
1227,2021-08-31,11550,11550,11250,11400,9779,000225,유유제약1우
1228,2021-08-30,23200,23350,23150,23300,787,000227,유유제약2우B
1229,2021-08-31,23100,23500,23000,23450,505,000227,유유제약2우B
1230,2021-08-30,4010,4040,3955,3975,197510,001200,유진투자증권
1231,2021-08-31,3970,4000,3925,3995,159338,001200,유진투자증권
1232,2021-08-30,61500,61500,60800,60900,100302,000100,유한양행
1233,2021-08-31,61100,63200,60600,62500,536461,000100,유한양행
1234,2021-08-30,58500,59200,58500,59100,294,000105,유한양행우
1235,2021-08-31,58600,59700,58600,59700,778,000105,유한양행우
1236,2021-08-30,2655,2690,2640,2680,47111,003460,유화증권
1237,2021-08-31,2650,2685,2630,2680,48782,003460,유화증권
1238,2021-08-30,2770,2785,2770,2770,1755,003465,유화증권우
1239,2021-08-31,2770,2770,2685,2770,3557,003465,유화증권우
1240,2021-08-30,20050,20150,19950,20100,20273,008730,율촌화학
1241,2021-08-31,20100,20550,19950,20550,47071,008730,율촌화학
1242,2021-08-30,13650,13750,13350,13700,177446,008250,이건산업
1243,2021-08-31,13800,13850,13400,13750,125708,008250,이건산업
1244,2021-08-30,3905,4050,3870,3985,544679,025820,이구산업
