,날짜,시가,고가,저가,종가,거래량,종목코드,종목명
1648,2021-08-30,118500,119000,114000,115500,119835,009240,한샘
1649,2021-08-31,115500,117500,114000,116000,77847,009240,한샘
1650,2021-08-30,39900,40500,39000,39200,63235,020000,한섬
1651,2021-08-31,39300,40750,38700,40650,138972,020000,한섬
1652,2021-08-30,7560,7610,7490,7580,11410,003680,한성기업
1653,2021-08-31,7580,7630,7510,7610,16020,003680,한성기업
1654,2021-08-30,21200,21250,20750,20900,116981,105630,한세실업
1655,2021-08-31,20850,21000,20450,20650,155536,105630,한세실업
1656,2021-08-30,7400,7440,7170,7270,96076,069640,한세엠케이
1657,2021-08-31,7280,7580,7280,7380,81024,069640,한세엠케이
1658,2021-08-30,9050,9110,8920,8950,56048,016450,한세예스24홀딩스
1659,2021-08-31,9000,9000,8840,8930,59817,016450,한세예스24홀딩스
1660,2021-08-30,2190,2230,2170,2215,243807,010420,한솔PNS
1661,2021-08-31,2220,2230,2160,2195,194747,010420,한솔PNS
1662,2021-08-30,4735,4755,4550,4550,1116889,009180,한솔로지스틱스
1663,2021-08-31,4600,4685,4550,4680,1175283,009180,한솔로지스틱스
1664,2021-08-30,18500,18500,17800,17800,267449,213500,한솔제지
1665,2021-08-31,17750,17800,17350,17500,255683,213500,한솔제지
1666,2021-08-30,296000,297000,285000,287000,50634,014680,한솔케미칼
1667,2021-08-31,286000,291000,284000,290500,41728,014680,한솔케미칼
1668,2021-08-30,7360,7460,7310,7390,82693,004710,한솔테크닉스
1669,2021-08-31,7400,7440,7220,7340,90374,004710,한솔테크닉스
1670,2021-08-30,4075,4110,4070,4110,102326,004150,한솔홀딩스
1671,2021-08-31,4135,4140,4045,4075,120497,004150,한솔홀딩스
1672,2021-08-30,1930,1950,1920,1935,869832,025750,한솔홈데코
1673,2021-08-31,1940,1940,1905,1930,787273,025750,한솔홈데코
1674,2021-08-30,21300,22250,21300,22050,112600,004960,한신공영
1675,2021-08-31,22350,22350,21750,22200,39911,004960,한신공영
1676,2021-08-30,3080,3085,3025,3050,425279,011700,한신기계
1677,2021-08-31,3050,3050,2985,3020,398395,011700,한신기계
1678,2021-08-30,19000,19200,18750,18800,32689,001750,한양증권
1679,2021-08-31,18800,19200,18600,19000,44048,001750,한양증권
1680,2021-08-30,22800,22800,22250,22500,5329,001755,한양증권우
1681,2021-08-31,22500,22700,22050,22700,2559,001755,한양증권우
1682,2021-08-30,16200,16400,16150,16200,706131,018880,한온시스템
1683,2021-08-31,16200,16450,16000,16450,1114108,018880,한온시스템
1684,2021-08-30,22400,26000,22400,24500,3483163,009420,한올바이오파마
1685,2021-08-31,24250,24650,23700,23900,1112986,009420,한올바이오파마
1686,2021-08-30,6670,6790,6630,6740,63200,014130,한익스프레스
1687,2021-08-31,6810,6810,6640,6690,29420,014130,한익스프레스
1688,2021-08-30,218000,239000,217500,235500,54863,300720,한일시멘트
1689,2021-08-31,239000,239500,225500,236000,35554,300720,한일시멘트
1690,2021-08-30,3005,3050,2980,3010,294775,002220,한일철강
1691,2021-08-31,3010,3100,3010,3070,231186,002220,한일철강
1692,2021-08-30,33800,35100,33800,35100,21173,006390,한일현대시멘트
1693,2021-08-31,36100,36100,34750,35300,36604,006390,한일현대시멘트
1694,2021-08-30,13700,13900,13600,13850,34154,003300,한일홀딩스
1695,2021-08-31,13800,14050,13700,13950,40500,003300,한일홀딩스
1696,2021-08-30,37500,38200,37300,37950,109668,051600,한전KPS
1697,2021-08-31,37950,38100,37450,37600,97635,051600,한전KPS
1698,2021-08-30,46300,48550,46000,47800,232111,052690,한전기술
1699,2021-08-31,47850,47850,46400,46450,162439,052690,한전기술
1700,2021-08-30,11850,11950,11500,11800,421978,130660,한전산업
1701,2021-08-31,11800,11900,11300,11600,511152,130660,한전산업
1702,2021-08-30,39300,39600,39250,39450,23081,002320,한진
1703,2021-08-31,39350,39350,39100,39200,22069,002320,한진
1704,2021-08-30,8860,8900,8710,8840,137137,097230,한진중공업
1705,2021-08-31,8700,8860,8440,8830,198442,097230,한진중공업
1706,2021-08-30,4860,4920,4795,4885,73436,003480,한진중공업홀딩스
1707,2021-08-31,4865,5040,4865,4940,105670,003480,한진중공업홀딩스
1708,2021-08-30,67000,68100,66400,66400,73194,180640,한진칼
1709,2021-08-31,66100,66700,65400,65900,91070,180640,한진칼
1710,2021-08-30,40900,40900,39900,39900,970,18064K,한진칼우
1711,2021-08-31,39900,40350,39850,40000,1051,18064K,한진칼우
1712,2021-08-30,1370,1400,1365,1370,650001,005110,한창
1713,2021-08-31,1370,1380,1345,1345,1101750,005110,한창
1714,2021-08-30,2270,2290,2230,2260,416124,009460,한창제지
1715,2021-08-31,2245,2265,2225,2250,224135,009460,한창제지
1716,2021-08-30,11750,11950,11500,11650,750159,372910,한컴라이프케어
1717,2021-08-31,11600,11700,11300,11650,707312,372910,한컴라이프케어
1718,2021-08-30,35450,35650,34800,35050,777893,000880,한화
1719,2021-08-31,34750,35000,34200,34800,759418,000880,한화
1720,2021-08-30,16300,16400,16200,16300,85401,00088K,한화3우B
1721,2021-08-31,16300,16300,15950,16000,71980,00088K,한화3우B
1722,2021-08-30,3445,3445,3330,3335,3720148,088350,한화생명
1723,2021-08-31,3320,3360,3290,3335,2021202,088350,한화생명
1724,2021-08-30,4390,4395,4250,4275,276575,000370,한화손해보험
1725,2021-08-31,4230,4280,4200,4280,256806,000370,한화손해보험
1726,2021-08-30,41050,41100,40300,40450,869858,009830,한화솔루션
1727,2021-08-31,40600,41000,39750,40750,1402866,009830,한화솔루션
1728,2021-08-30,47050,47850,47050,47100,2539,009835,한화솔루션우
1729,2021-08-31,47100,47600,46450,47500,2154,009835,한화솔루션우
1730,2021-08-30,19400,19900,19100,19700,2928593,272210,한화시스템
1731,2021-08-31,19900,20250,19500,19750,2946277,272210,한화시스템
1732,2021-08-30,49000,50700,48650,50200,548437,012450,한화에어로스페이스
1733,2021-08-31,50600,51200,49800,50900,393570,012450,한화에어로스페이스
1734,2021-08-30,43500,43950,43150,43500,877,000885,한화우
1735,2021-08-31,43500,43500,43100,43350,540,000885,한화우
1736,2021-08-30,4795,4840,4720,4780,1688817,003530,한화투자증권
1737,2021-08-31,4750,4910,4740,4905,2910024,003530,한화투자증권
1738,2021-08-30,14700,14700,13950,13950,100759,003535,한화투자증권우
1739,2021-08-31,13650,15000,13650,15000,88298,003535,한화투자증권우
1740,2021-08-30,40700,40700,38800,39200,185384,195870,해성디에스
1741,2021-08-31,39350,40750,39100,40750,147941,195870,해성디에스
1742,2021-08-30,8910,9000,8770,8890,30349,101530,해태제과식품
1743,2021-08-31,8900,8930,8730,8900,21160,101530,해태제과식품
1744,2021-08-30,5630,5740,5520,5650,20612,143210,핸즈코퍼레이션
1745,2021-08-31,5590,5810,5590,5790,33110,143210,핸즈코퍼레이션
1746,2021-08-30,52400,54400,52300,53300,945260,000720,현대건설
1747,2021-08-31,53700,55500,53400,55500,1216718,000720,현대건설
1748,2021-08-30,48850,49800,48300,49700,87414,267270,현대건설기계
1749,2021-08-31,49700,49750,48500,49300,94912,267270,현대건설기계
1750,2021-08-30,188000,188000,180000,180000,1089,000725,현대건설우
1751,2021-08-31,180500,185500,180500,185500,1827,000725,현대건설우
1752,2021-08-30,9870,9960,9760,9910,250202,005440,현대그린푸드
1753,2021-08-31,9910,9970,9830,9940,226343,005440,현대그린푸드
1754,2021-08-30,194000,196000,192000,194000,141514,086280,현대글로비스
1755,2021-08-31,195000,195000,189500,194000,212042,086280,현대글로비스
1756,2021-08-30,26250,26900,25750,25800,3412906,064350,현대로템
1757,2021-08-31,26350,26700,26000,26600,2676226,064350,현대로템
1758,2021-08-30,17800,18050,17600,18000,77545,079430,현대리바트
1759,2021-08-31,18150,18200,17750,18000,79127,079430,현대리바트
1760,2021-08-30,276000,278000,272500,272500,271568,012330,현대모비스
1761,2021-08-31,274000,277500,271500,277500,273981,012330,현대모비스
1762,2021-08-30,76400,78500,76400,77700,178486,010620,현대미포조선
1763,2021-08-31,77600,78000,75600,76300,216489,010620,현대미포조선
1764,2021-08-30,80400,80700,79700,80400,57121,069960,현대백화점
1765,2021-08-31,80200,80800,79600,80800,98236,069960,현대백화점
1766,2021-08-30,18750,18950,18500,18800,171222,004560,현대비앤지스틸
1767,2021-08-31,18950,19000,18500,18900,113154,004560,현대비앤지스틸
1768,2021-08-30,81000,81900,80900,81900,400,004565,현대비앤지스틸우
1769,2021-08-31,81900,82500,81200,82100,216,004565,현대비앤지스틸우
1770,2021-08-30,6250,6290,6200,6210,51228,004310,현대약품
1771,2021-08-31,6250,6250,6130,6210,42678,004310,현대약품
1772,2021-08-30,27850,27850,26900,27200,40718,322000,현대에너지솔루션
1773,2021-08-31,27400,27400,26950,27250,19195,322000,현대에너지솔루션
1774,2021-08-30,49850,50600,49500,50100,168289,017800,현대엘리베이
1775,2021-08-31,50600,50600,49650,50200,290444,017800,현대엘리베이
1776,2021-08-30,117000,117500,114500,117000,51069,307950,현대오토에버
1777,2021-08-31,116500,118500,115500,117000,67099,307950,현대오토에버
1778,2021-08-30,89000,92400,88300,92100,413320,011210,현대위아
1779,2021-08-31,92000,92600,90700,91500,173789,011210,현대위아
1780,2021-08-30,23500,25250,23400,25050,1328479,267260,현대일렉트릭
1781,2021-08-31,25050,25200,24650,24950,447434,267260,현대일렉트릭
1782,2021-08-30,49250,50600,48700,50100,806348,004020,현대제철
1783,2021-08-31,50300,51000,49600,51000,644448,004020,현대제철
1784,2021-08-30,65400,66100,65100,65800,156676,267250,현대중공업지주
1785,2021-08-31,65100,65800,64600,65300,333382,267250,현대중공업지주
1786,2021-08-30,211000,212500,210000,210000,409963,005380,현대차
1787,2021-08-31,210000,212500,208000,212500,762309,005380,현대차
1788,2021-08-30,98500,98800,97500,97800,70287,005387,현대차2우B
1789,2021-08-31,97900,99300,97100,99300,111365,005387,현대차2우B
1790,2021-08-30,95200,95600,94500,95000,7538,005389,현대차3우B
1791,2021-08-31,95300,96400,94500,96000,7247,005389,현대차3우B
1792,2021-08-30,99600,100500,99300,99800,23724,005385,현대차우
1793,2021-08-31,100500,102500,99000,102500,69647,005385,현대차우
1794,2021-08-30,12700,12700,12550,12600,49895,001500,현대차증권
1795,2021-08-31,12550,12650,12400,12650,79094,001500,현대차증권
1796,2021-08-30,18250,18250,18000,18100,16489,011760,현대코퍼레이션
1797,2021-08-31,18100,18200,17900,18200,13341,011760,현대코퍼레이션
1798,2021-08-30,13600,14050,13450,14000,64425,227840,현대코퍼레이션홀딩스
1799,2021-08-31,14100,14100,13750,13950,27636,227840,현대코퍼레이션홀딩스
1800,2021-08-30,4375,4440,4335,4415,172304,126560,현대퓨처넷
1801,2021-08-31,4430,4935,4380,4620,11578143,126560,현대퓨처넷
1802,2021-08-30,25900,25900,25400,25550,600165,001450,현대해상
1803,2021-08-31,25550,25900,25250,25600,550346,001450,현대해상
1804,2021-08-30,73700,76600,73600,74700,21001,057050,현대홈쇼핑
1805,2021-08-31,74700,74800,73200,73700,25115,057050,현대홈쇼핑
1806,2021-08-30,4550,4930,4540,4760,772484,093240,형지엘리트
1807,2021-08-31,4760,4865,4675,4820,230545,093240,형지엘리트
1808,2021-08-30,6020,6060,5990,6020,62775,003010,혜인
1809,2021-08-31,6040,6090,5910,6010,58265,003010,혜인
1810,2021-08-30,13050,13350,12700,12950,34984,111110,호전실업
1811,2021-08-31,13150,13150,12700,12900,20462,111110,호전실업
1812,2021-08-30,90300,90400,88900,89100,223594,008770,호텔신라
1813,2021-08-31,89100,89800,88400,89800,214158,008770,호텔신라
1814,2021-08-30,92800,94300,92300,92700,9445,008775,호텔신라우
1815,2021-08-31,93600,93600,91500,92900,8906,008775,호텔신라우
1816,2021-08-30,12800,12950,12650,12850,47468,002460,화성산업
1817,2021-08-31,12850,12850,12650,12850,15173,002460,화성산업
1818,2021-08-30,6260,6260,6050,6070,28234,378850,화승알앤에이
1819,2021-08-31,6190,6190,6050,6120,16145,378850,화승알앤에이
1820,2021-08-30,15750,15850,15450,15650,109013,241590,화승엔터프라이즈
1821,2021-08-31,15600,15900,15500,15700,103553,241590,화승엔터프라이즈
1822,2021-08-30,6960,7020,6890,6950,111669,006060,화승인더
1823,2021-08-31,6950,7180,6930,7100,190986,006060,화승인더
1824,2021-08-30,2915,2965,2860,2920,519535,013520,화승코퍼레이션
1825,2021-08-31,2895,2960,2890,2930,339590,013520,화승코퍼레이션
1826,2021-08-30,8650,8750,8520,8730,372473,010690,화신
1827,2021-08-31,8810,8840,8550,8830,291082,010690,화신
1828,2021-08-30,2990,3060,2925,2980,562390,133820,화인베스틸
1829,2021-08-31,2950,2985,2800,2950,230057,133820,화인베스틸
1830,2021-08-30,2750,2785,2705,2780,101972,010660,화천기계
1831,2021-08-31,2780,2860,2780,2845,147437,010660,화천기계
1832,2021-08-30,38500,38750,38000,38250,5707,000850,화천기공
1833,2021-08-31,38250,38700,38050,38500,6388,000850,화천기공
1834,2021-08-30,19400,19600,19250,19550,38397,016580,환인제약
1835,2021-08-31,19550,19550,19200,19500,69690,016580,환인제약
1836,2021-08-30,9310,9390,9200,9320,87702,032560,황금에스티
1837,2021-08-31,9330,9390,9220,9360,71957,032560,황금에스티
1838,2021-08-30,119000,123000,118000,120000,147675,004800,효성
1839,2021-08-31,120000,121500,117500,120000,87906,004800,효성
1840,2021-08-30,21600,21800,21400,21400,12073,094280,효성ITX
1841,2021-08-31,21400,21600,21300,21400,12495,094280,효성ITX
1842,2021-08-30,79800,83900,78700,81400,696745,298040,효성중공업
1843,2021-08-31,81400,83300,79700,82000,279374,298040,효성중공업
1844,2021-08-30,606000,628000,599000,625000,137167,298050,효성첨단소재
1845,2021-08-31,630000,633000,608000,619000,80459,298050,효성첨단소재
1846,2021-08-30,786000,786000,769000,771000,27916,298020,효성티앤씨
1847,2021-08-31,772000,783000,753000,777000,38184,298020,효성티앤씨
1848,2021-08-30,398000,407500,395000,396000,53059,298000,효성화학
1849,2021-08-31,401500,401500,377000,386000,57351,298000,효성화학
1850,2021-08-30,14650,14700,13850,13900,2318839,093370,후성
1851,2021-08-31,14050,14400,13950,14250,1606379,093370,후성
1852,2021-08-30,44100,44150,43100,43550,413815,081660,휠라홀딩스
1853,2021-08-31,43650,44900,43200,44900,459237,081660,휠라홀딩스
1854,2021-08-30,8220,8270,8070,8190,269157,005870,휴니드
1855,2021-08-31,8190,8190,7940,8000,189389,005870,휴니드
1856,2021-08-30,10400,10600,10300,10600,90820,079980,휴비스
1857,2021-08-31,10600,10600,10300,10400,74378,079980,휴비스
1858,2021-08-30,14950,15150,14650,15000,167936,005010,휴스틸
1859,2021-08-31,15050,16850,14700,16850,508398,005010,휴스틸
1860,2021-08-30,26650,27400,26400,26850,1939979,069260,휴켐스
1861,2021-08-31,26650,27100,25950,26750,1458918,069260,휴켐스
1862,2021-08-30,4045,4050,3890,3945,60565,000540,흥국화재
1863,2021-08-31,3920,3975,3885,3945,30513,000540,흥국화재
1864,2021-08-30,27900,28000,27150,28000,2841,000547,흥국화재2우B
1865,2021-08-31,27800,28150,27500,27500,1788,000547,흥국화재2우B
1866,2021-08-30,10200,10200,10000,10050,1760,000545,흥국화재우
1867,2021-08-31,10150,10150,9800,9800,5044,000545,흥국화재우
1868,2021-08-30,0,0,0,1035,0,003280,흥아해운
1869,2021-08-31,0,0,0,1035,0,003280,흥아해운
